date,open,high,low,close,volume,foreign_ownership,code,name,source
2023-04-25,33500,34150,32400,33100,222420,1.96,090360,Robostar,naver-finance
2023-04-26,32600,33400,32050,32650,146634,2.22,090360,Robostar,naver-finance
2023-04-27,32650,33250,32200,33150,144550,2.45,090360,Robostar,naver-finance
2023-04-28,34800,34800,32150,32150,374105,1.56,090360,Robostar,naver-finance
2023-05-02,32150,33700,32100,33450,224705,1.78,090360,Robostar,naver-finance
2023-05-03,33000,33600,32450,32600,132667,1.64,090360,Robostar,naver-finance
2023-05-04,32600,34600,32600,33050,414823,1.39,090360,Robostar,naver-finance
2023-05-08,33150,33850,32950,33400,139634,1.48,090360,Robostar,naver-finance
2023-05-09,33650,35000,33650,34250,353815,1.41,090360,Robostar,naver-finance
2023-05-10,34550,34700,33450,33450,162971,1.26,090360,Robostar,naver-finance
2023-05-11,33700,34800,33700,34650,366079,1.42,090360,Robostar,naver-finance
2023-05-12,34550,34800,33900,34700,149770,1.39,090360,Robostar,naver-finance
2023-05-15,34950,35100,33350,33450,203819,1.29,090360,Robostar,naver-finance
2023-05-16,32850,33050,30750,30900,359147,1.19,090360,Robostar,naver-finance
2023-05-17,30700,31300,30700,31100,82062,1.29,090360,Robostar,naver-finance
2023-05-18,31250,32100,31250,31900,138879,1.77,090360,Robostar,naver-finance
2023-05-19,31900,32450,31500,32250,107750,1.96,090360,Robostar,naver-finance
2023-05-22,32200,32400,31550,32150,67948,1.97,090360,Robostar,naver-finance
2023-05-23,32250,32700,32150,32650,101845,2.12,090360,Robostar,naver-finance
2023-05-24,32350,32350,31600,31900,86347,1.93,090360,Robostar,naver-finance
2023-05-25,31950,32550,31750,31900,94278,1.91,090360,Robostar,naver-finance
2023-05-26,32050,32150,31050,31050,85171,1.74,090360,Robostar,naver-finance
2023-05-30,31500,32400,31500,32250,136121,2.24,090360,Robostar,naver-finance
2023-05-31,32500,34000,32000,32200,335811,1.93,090360,Robostar,naver-finance
2023-06-01,32150,32500,31900,32250,60463,1.91,090360,Robostar,naver-finance
2023-06-02,32400,33200,32200,32250,261619,1.56,090360,Robostar,naver-finance
2023-06-05,32250,32450,31850,32400,90042,1.73,090360,Robostar,naver-finance
2023-06-07,32400,34600,32250,33700,904873,1.97,090360,Robostar,naver-finance
2023-06-08,33700,33800,33250,33350,122885,1.85,090360,Robostar,naver-finance
2023-06-09,33600,34000,33000,33750,168875,1.76,090360,Robostar,naver-finance
2023-06-12,33700,33800,33000,33150,95673,1.71,090360,Robostar,naver-finance
2023-06-13,33200,33300,32850,32900,81497,1.76,090360,Robostar,naver-finance
2023-06-14,33250,33250,31700,32000,116407,1.71,090360,Robostar,naver-finance
2023-06-15,32200,32450,31050,31950,107722,1.79,090360,Robostar,naver-finance
2023-06-16,31950,32250,31800,31800,65049,1.81,090360,Robostar,naver-finance
2023-06-19,32200,32500,31800,32350,82120,1.91,090360,Robostar,naver-finance
2023-06-20,32050,32350,31700,31900,57415,1.89,090360,Robostar,naver-finance
2023-06-21,31700,31850,30400,30600,115270,1.85,090360,Robostar,naver-finance
2023-06-22,30400,31550,30300,30800,99025,2.02,090360,Robostar,naver-finance
2023-06-23,30900,30900,30300,30400,55780,1.99,090360,Robostar,naver-finance
2023-06-26,30200,30350,29600,30200,50055,2.06,090360,Robostar,naver-finance
2023-06-27,29850,30700,29550,29600,68357,2.02,090360,Robostar,naver-finance
2023-06-28,29700,30250,29200,29450,110765,1.93,090360,Robostar,naver-finance
2023-06-29,29500,29600,28650,29100,84592,2.07,090360,Robostar,naver-finance
2023-06-30,29000,29600,28500,29500,83462,2.11,090360,Robostar,naver-finance
2023-07-03,29900,30250,29600,29950,66134,2.18,090360,Robostar,naver-finance
2023-07-04,29950,30000,29100,29700,62049,2.22,090360,Robostar,naver-finance
2023-07-05,29500,29900,29100,29150,60253,2.15,090360,Robostar,naver-finance
2023-07-06,29050,29150,27950,28050,98628,2.23,090360,Robostar,naver-finance
2023-07-07,28050,28450,27850,28100,64194,2.33,090360,Robostar,naver-finance
2023-07-10,28100,28350,27450,27900,59412,2.41,090360,Robostar,naver-finance
2023-07-11,27750,28600,27750,28600,47217,2.45,090360,Robostar,naver-finance
2023-07-12,28500,29900,27900,29550,177322,2.26,090360,Robostar,naver-finance
2023-07-13,29300,29350,28850,29150,91549,2.14,090360,Robostar,naver-finance
2023-07-14,29200,29250,28250,28550,87089,2.25,090360,Robostar,naver-finance
2023-07-17,28300,29850,28100,29600,148985,2.53,090360,Robostar,naver-finance
2023-07-18,29500,29600,28700,28800,90419,2.29,090360,Robostar,naver-finance
2023-07-19,29100,30850,28400,29600,386034,2.22,090360,Robostar,naver-finance
2023-07-20,29750,30350,29200,30150,125814,2.29,090360,Robostar,naver-finance
2023-07-21,29850,31250,29650,30800,262960,2.18,090360,Robostar,naver-finance
2023-07-24,30800,31450,29800,30450,228499,2.11,090360,Robostar,naver-finance
2023-07-25,30400,30550,28500,28500,203869,1.81,090360,Robostar,naver-finance
2023-07-26,28250,28400,26300,26750,224119,1.85,090360,Robostar,naver-finance
2023-07-27,26600,28950,26600,27750,187580,2.46,090360,Robostar,naver-finance
2023-07-28,27650,28750,27650,28500,93146,2.66,090360,Robostar,naver-finance
2023-07-31,28800,29750,27700,29600,209032,2.54,090360,Robostar,naver-finance
2023-08-01,29900,30550,29650,30100,229750,2.46,090360,Robostar,naver-finance
2023-08-02,30700,30900,29150,29300,205923,2.25,090360,Robostar,naver-finance
2023-08-03,28800,29600,28000,28350,111189,2.13,090360,Robostar,naver-finance
2023-08-04,28150,31450,28050,31250,457230,2.3,090360,Robostar,naver-finance
2023-08-07,31750,34200,30450,32100,1400675,1.42,090360,Robostar,naver-finance
2023-08-08,32600,32850,31150,31600,409419,1.39,090360,Robostar,naver-finance
2023-08-09,31600,33800,31600,32150,548612,1.29,090360,Robostar,naver-finance
2023-08-10,32400,32800,31100,31100,182724,1.25,090360,Robostar,naver-finance
2023-08-11,31300,33700,30750,33500,682198,1.8,090360,Robostar,naver-finance
2023-08-14,33600,34100,33050,33750,415902,1.44,090360,Robostar,naver-finance
2023-08-16,33500,33500,31050,31050,299785,1.28,090360,Robostar,naver-finance
2023-08-17,30550,31300,29500,30700,182759,1.33,090360,Robostar,naver-finance
2023-08-18,30000,30350,29400,29450,154252,1.45,090360,Robostar,naver-finance
2023-08-21,29000,29700,28900,29100,90042,1.45,090360,Robostar,naver-finance
2023-08-22,29350,29650,28650,28750,76644,1.47,090360,Robostar,naver-finance
2023-08-23,28900,29400,28500,28550,59417,1.45,090360,Robostar,naver-finance
2023-08-24,28800,30100,28800,29950,116182,1.55,090360,Robostar,naver-finance
2023-08-25,29200,29500,28900,29150,60938,1.49,090360,Robostar,naver-finance
2023-08-28,29450,30300,29350,30000,83132,1.55,090360,Robostar,naver-finance
2023-08-29,30050,30400,29800,30200,64636,1.6,090360,Robostar,naver-finance
2023-08-30,30700,31550,30250,30700,205799,1.43,090360,Robostar,naver-finance
2023-08-31,31000,32750,30300,32700,538735,1.5,090360,Robostar,naver-finance
2023-09-01,33150,33200,31250,31400,419533,1.32,090360,Robostar,naver-finance
2023-09-04,31700,38300,31700,34200,4165900,2.74,090360,Robostar,naver-finance
2023-09-05,34850,35600,33250,35400,1096621,1.96,090360,Robostar,naver-finance
2023-09-06,35400,36300,34200,34850,646781,2.04,090360,Robostar,naver-finance
2023-09-07,35300,37300,34650,35700,1523292,1.49,090360,Robostar,naver-finance
2023-09-08,38100,40650,36350,37000,3010768,1.55,090360,Robostar,naver-finance
2023-09-11,37800,39050,34450,35350,1224381,1.93,090360,Robostar,naver-finance
2023-09-12,35150,35300,32600,32600,647249,2.55,090360,Robostar,naver-finance
2023-09-13,32400,32650,31300,31600,354887,2.46,090360,Robostar,naver-finance
2023-09-14,31600,32500,30800,32300,320714,2.43,090360,Robostar,naver-finance
2023-09-15,32000,32300,31000,31800,239221,2.06,090360,Robostar,naver-finance
2023-09-18,31900,32100,30950,31100,199705,1.59,090360,Robostar,naver-finance
2023-09-19,31100,31100,30000,30400,167895,1.73,090360,Robostar,naver-finance
2023-09-20,30900,31350,30200,30950,191213,1.51,090360,Robostar,naver-finance
2023-09-21,30500,31150,29200,29300,188507,1.49,090360,Robostar,naver-finance
2023-09-22,28600,31000,28500,30150,236964,1.61,090360,Robostar,naver-finance
2023-09-25,30150,30950,29500,30100,183229,1.48,090360,Robostar,naver-finance
2023-09-26,30200,31050,29350,29550,146979,1.33,090360,Robostar,naver-finance
2023-09-27,29000,31000,28950,31000,146765,1.51,090360,Robostar,naver-finance
2023-10-04,30750,31200,29900,30050,91408,1.38,090360,Robostar,naver-finance
2023-10-05,30600,30800,27300,27450,367719,1.14,090360,Robostar,naver-finance
2023-10-06,26900,27600,26900,27200,99632,1.18,090360,Robostar,naver-finance
2023-10-10,27200,27500,25900,25900,138638,1.37,090360,Robostar,naver-finance
2023-10-11,26350,27000,26300,26300,68120,1.41,090360,Robostar,naver-finance
2023-10-12,26500,27900,26500,27550,88108,1.52,090360,Robostar,naver-finance
2023-10-13,27300,28000,27000,27300,83691,1.58,090360,Robostar,naver-finance
2023-10-16,26850,26900,25800,26150,81367,1.4,090360,Robostar,naver-finance
2023-10-17,26500,27250,26450,26600,54925,1.49,090360,Robostar,naver-finance
2023-10-18,26600,27250,26300,26450,48884,1.46,090360,Robostar,naver-finance
2023-10-19,26200,26400,25000,25050,98133,1.44,090360,Robostar,naver-finance
2023-10-20,24550,24950,23700,24050,123880,1.51,090360,Robostar,naver-finance
2023-10-23,23550,24600,23550,23950,52792,1.6,090360,Robostar,naver-finance
